,196	242	3	881250949
0,186	302	3	891717742
1,22	377	1	878887116
2,244	51	2	880606923
3,166	346	1	886397596
4,298	474	4	884182806
5,115	265	2	881171488
6,253	465	5	891628467
7,305	451	3	886324817
8,6	86	3	883603013
9,62	257	2	879372434
10,286	1014	5	879781125
11,200	222	5	876042340
12,210	40	3	891035994
13,224	29	3	888104457
14,303	785	3	879485318
15,122	387	5	879270459
16,194	274	2	879539794
17,291	1042	4	874834944
18,234	1184	2	892079237
19,119	392	4	886176814
20,167	486	4	892738452
21,299	144	4	877881320
22,291	118	2	874833878
23,308	1	4	887736532
24,95	546	2	879196566
25,38	95	5	892430094
26,102	768	2	883748450
27,63	277	4	875747401
28,160	234	5	876861185
29,50	246	3	877052329
30,301	98	4	882075827
31,225	193	4	879539727
32,290	88	4	880731963
33,97	194	3	884238860
34,157	274	4	886890835
35,181	1081	1	878962623
36,278	603	5	891295330
37,276	796	1	874791932
38,7	32	4	891350932
39,10	16	4	877888877
40,284	304	4	885329322
41,201	979	2	884114233
42,276	564	3	874791805
43,287	327	5	875333916
44,246	201	5	884921594
45,242	1137	5	879741196
46,249	241	5	879641194
47,99	4	5	886519097
48,178	332	3	882823437
49,251	100	4	886271884
50,81	432	2	876535131
51,260	322	4	890618898
52,25	181	5	885853415
53,59	196	5	888205088
54,72	679	2	880037164
55,87	384	4	879877127
56,290	143	5	880474293
57,42	423	5	881107687
58,292	515	4	881103977
59,115	20	3	881171009
60,20	288	1	879667584
61,201	219	4	884112673
62,13	526	3	882141053
63,246	919	4	884920949
64,138	26	5	879024232
65,167	232	1	892738341
66,60	427	5	883326620
67,57	304	5	883698581
68,223	274	4	891550094
69,189	512	4	893277702
70,243	15	3	879987440
71,92	1049	1	890251826
72,246	416	3	884923047
73,194	165	4	879546723
74,241	690	2	887249482
75,178	248	4	882823954
76,254	1444	3	886475558
77,293	5	3	888906576
78,127	229	5	884364867
79,225	237	5	879539643
80,299	229	3	878192429
81,225	480	5	879540748
82,276	54	3	874791025
83,291	144	5	874835091
84,222	366	4	878183381
85,267	518	5	878971773
86,42	403	3	881108684
87,11	111	4	891903862
88,95	625	4	888954412
89,8	338	4	879361873
90,162	25	4	877635573
91,87	1016	4	879876194
92,279	154	5	875296291
93,145	275	2	885557505
94,119	1153	5	874781198
95,62	498	4	879373848
96,62	382	3	879375537
97,28	209	4	881961214
98,135	23	4	879857765
99,32	294	3	883709863
100,90	382	5	891383835
101,286	208	4	877531942
102,293	685	3	888905170
103,216	144	4	880234639
104,166	328	5	886397722
105,250	496	4	878090499
106,271	132	5	885848672
107,160	174	5	876860807
108,265	118	4	875320714
109,198	498	3	884207492
110,42	96	5	881107178
111,168	151	5	884288058
112,110	307	4	886987260
113,58	144	4	884304936
114,90	648	4	891384754
115,271	346	4	885844430
116,62	21	3	879373460
117,279	832	3	881375854
118,237	514	4	879376641
119,94	789	4	891720887
120,128	485	3	879966895
121,298	317	4	884182806
122,44	195	5	878347874
123,264	200	5	886122352
124,194	385	2	879524643
125,72	195	5	880037702
126,222	750	5	883815120
127,250	264	3	878089182
128,41	265	3	890687042
129,224	245	3	888082216
130,82	135	3	878769629
131,262	1147	4	879791710
132,293	471	3	888904884
133,216	658	3	880245029
134,250	140	3	878092059
135,59	23	5	888205300
136,286	379	5	877533771
137,244	815	4	880605185
138,7	479	4	891352010
139,174	368	1	886434402
140,87	274	4	879876734
141,194	1211	2	879551380
142,82	1134	2	884714402
143,13	836	2	882139746
144,13	272	4	884538403
145,244	756	2	880605157
146,305	427	5	886323090
147,95	787	2	888954930
148,43	14	2	883955745
149,299	955	4	889502823
150,57	419	3	883698454
151,84	405	3	883452363
152,269	504	4	891449922
153,299	111	3	877878184
154,194	466	4	879525876
155,160	135	4	876860807
156,99	268	3	885678247
157,10	486	4	877886846
158,259	117	4	874724988
159,85	427	3	879456350
160,303	919	4	879467295
161,213	273	5	878870987
162,121	514	3	891387947
163,90	98	5	891383204
164,49	559	2	888067405
165,42	794	3	881108425
166,155	323	2	879371261
167,68	117	4	876973939
168,172	177	4	875537965
169,19	4	4	885412840
170,268	231	4	875744136
171,5	2	3	875636053
172,305	117	2	886324028
173,44	294	4	883612356
174,43	137	4	875975656
175,279	1336	1	875298353
176,80	466	5	887401701
177,254	164	4	886472768
178,298	281	3	884183336
179,279	1240	1	892174404
180,66	298	4	883601324
181,18	443	3	880130193
182,268	1035	2	875542174
183,99	79	4	885680138
184,13	98	4	881515011
185,26	258	3	891347949
186,7	455	4	891353086
187,222	755	4	878183481
188,200	673	5	884128554
189,119	328	4	876923913
190,213	172	5	878955442
191,276	322	3	874786392
192,94	1217	3	891723086
193,130	379	4	875801662
194,38	328	4	892428688
195,160	719	3	876857977
196,293	1267	3	888906966
197,26	930	2	891385985
198,130	216	4	875216545
199,92	1079	3	886443455
200,256	452	4	882164999
201,1	61	4	878542420
202,72	48	4	880036718
203,56	755	3	892910207
204,13	360	4	882140926
205,15	405	2	879455957
206,92	77	3	875654637
207,207	476	2	884386343
208,292	174	5	881105481
209,232	483	5	888549622
210,251	748	2	886272175
211,224	26	3	888104153
212,181	220	4	878962392
213,259	255	4	874724710
214,305	471	4	886323648
215,52	280	3	882922806
216,161	202	5	891170769
217,148	408	5	877399018
218,125	235	2	892838559
219,97	228	5	884238860
220,58	1098	4	884304936
221,83	234	4	887665548
222,90	347	4	891383319
223,272	178	5	879455113
224,194	181	3	879521396
225,125	478	4	879454628
226,110	688	1	886987605
227,299	14	4	877877775
228,151	10	5	879524921
229,269	127	4	891446165
230,6	14	5	883599249
231,54	106	3	880937882
232,303	69	5	879467542
233,16	944	1	877727122
234,301	790	4	882078621
235,276	1091	3	874793035
236,305	214	2	886323068
237,194	1028	2	879541148
238,91	323	2	891438397
239,87	554	4	879875940
240,294	109	4	877819599
241,286	171	4	877531791
242,200	318	5	884128458
243,229	328	1	891632142
244,178	568	4	882826555
245,303	842	2	879484804
246,62	65	4	879374686
247,207	591	3	876018608
248,92	172	4	875653271
249,301	401	4	882078040
250,36	339	5	882157581
251,70	746	3	884150257
252,63	242	3	875747190
253,28	201	3	881961671
254,279	68	4	875307407
255,250	7	4	878089716
256,14	98	3	890881335
257,299	1018	3	889502324
258,194	54	3	879525876
259,303	815	3	879485532
260,119	237	5	874775038
261,295	218	5	879966498
262,268	930	2	875742942
263,268	2	2	875744173
264,66	258	4	883601089
265,233	202	5	879394264
266,83	623	4	880308578
267,214	334	3	891542540
268,192	476	2	881368243
269,100	344	4	891374868
270,268	145	1	875744501
271,301	56	4	882076587
272,307	89	5	879283786
273,234	141	3	892334609
274,83	576	4	880308755
275,181	264	2	878961624
276,297	133	4	875240090
277,38	153	5	892430369
278,7	382	4	891352093
279,264	813	4	886122952
280,181	872	1	878961814
281,201	146	1	884140579
282,85	507	4	879456199
283,269	367	3	891450023
284,59	468	3	888205855
285,286	143	4	889651549
286,193	96	1	889124507
287,113	595	5	875936424
288,292	11	5	881104093
289,130	1014	3	876250718
290,275	98	4	875155140
291,189	520	5	893265380
292,219	82	1	889452455
293,218	209	5	877488546
294,123	427	3	879873020
295,119	222	5	874775311
296,158	177	4	880134407
297,222	118	4	877563802
298,302	322	2	879436875
299,279	501	3	875308843
300,301	79	5	882076403
301,181	3	2	878963441
302,201	695	1	884140115
303,13	198	3	881515193
304,1	189	3	888732928
305,145	237	5	875270570
306,23	385	4	874786462
307,201	767	4	884114505
308,296	705	5	884197193
309,42	546	3	881105817
310,33	872	3	891964230
311,301	554	3	882078830
312,16	64	5	877720297
313,95	135	3	879197562
314,154	357	4	879138713
315,77	484	5	884733766
316,296	508	5	884196584
317,302	303	2	879436785
318,244	673	3	880606667
319,222	77	4	878183616
320,13	215	5	882140588
321,16	705	5	877722736
322,270	452	4	876956264
323,145	15	2	875270655
324,187	64	5	879465631
325,200	304	5	876041644
326,170	749	5	887646170
327,101	829	3	877136138
328,184	218	3	889909840
329,128	204	4	879967478
330,181	1295	1	878961781
331,184	153	3	889911285
332,1	33	4	878542699
333,1	160	4	875072547
334,184	321	5	889906967
335,54	595	3	880937813
336,94	343	4	891725009
337,128	508	4	879967767
338,23	323	2	874784266
339,301	227	3	882077222
340,301	191	3	882075672
341,112	903	1	892440172
342,82	183	3	878769848
343,222	724	3	878181976
344,218	430	3	877488316
345,308	1197	4	887739521
346,303	134	5	879467959
347,133	751	3	890588547
348,215	212	2	891435680
349,69	256	5	882126156
350,254	662	4	887347350
351,276	2	4	874792436
352,104	984	1	888442575
353,63	1067	3	875747514
354,267	410	4	878970785
355,13	56	5	881515011
356,240	879	3	885775745
357,286	237	2	875806800
358,294	271	5	889241426
359,90	1086	4	891384424
360,18	26	4	880129731
361,92	229	3	875656201
362,308	649	4	887739292
363,144	89	3	888105691
364,191	302	4	891560253
365,59	951	3	888206409
366,200	96	5	884129409
367,16	197	5	877726146
368,61	678	3	892302309
369,271	199	4	885848448
370,271	709	3	885849325
371,142	169	5	888640356
372,275	597	3	876197678
373,222	151	3	878182109
374,87	40	3	879876917
375,207	258	4	877879172
376,272	1393	2	879454663
377,177	333	4	880130397
378,207	1115	2	879664906
379,299	577	3	889503806
380,271	378	4	885849447
381,305	425	4	886324486
382,49	959	2	888068912
383,94	1224	3	891722802
384,130	1017	3	874953895
385,10	175	3	877888677
386,203	321	3	880433418
387,191	286	4	891560842
388,43	323	3	875975110
389,21	558	5	874951695
390,197	96	5	891409839
391,13	344	2	888073635
392,194	66	3	879527264
393,234	206	4	892334543
394,308	402	4	887740700
395,308	640	4	887737036
396,269	522	5	891447773
397,94	265	4	891721889
398,268	62	3	875310824
399,272	12	5	879455254
400,121	291	3	891390477
401,296	20	5	884196921
402,134	286	3	891732334
403,180	462	5	877544218
404,234	612	3	892079140
405,104	117	2	888465972
406,38	758	1	892434626
407,269	845	1	891456255
408,7	163	4	891353444
409,234	1451	3	892078343
410,275	405	2	876197645
411,52	250	3	882922661
412,102	823	3	888801465
413,13	186	4	890704999
414,178	731	4	882827532
415,236	71	3	890116671
416,256	781	5	882165296
417,263	176	5	891299752
418,244	186	3	880605697
419,279	1181	4	875314001
420,43	815	4	883956189
421,83	78	2	880309089
422,151	197	5	879528710
423,254	436	2	886474216
424,109	631	3	880579371
425,297	716	3	875239422
426,249	188	4	879641067
427,144	699	4	888106106
428,301	604	4	882075994
429,64	392	3	889737542
430,92	501	2	875653665
431,222	97	4	878181739
432,268	436	3	875310745
433,293	135	5	888905550
434,213	173	5	878955442
435,160	460	2	876861185
436,13	498	4	882139901
437,59	715	5	888205921
438,5	17	4	875636198
439,125	163	5	879454956
440,174	315	5	886432749
441,114	505	3	881260203
442,213	515	4	878870518
443,23	196	2	874786926
444,128	15	4	879968827
445,239	56	4	889179478
446,181	279	1	878962955
447,291	80	4	875086354
448,250	238	4	878089963
449,201	649	3	884114275
450,60	60	5	883327734
451,181	325	2	878961814
452,119	407	3	887038665
453,287	1	5	875334088
454,216	228	3	880245642
455,216	531	4	880233810
456,203	471	4	880434463
457,92	587	3	875660408
458,13	892	3	882774224
459,213	176	4	878956338
