,1	1	4.0	964982703
0,1	3	4.0	964981247
1,1	6	4.0	964982224
2,1	47	5.0	964983815
3,1	50	5.0	964982931
4,1	70	3.0	964982400
5,1	101	5.0	964980868
6,1	110	4.0	964982176
7,1	151	5.0	964984041
8,1	157	5.0	964984100
9,1	163	5.0	964983650
10,1	216	5.0	964981208
11,1	223	3.0	964980985
12,1	231	5.0	964981179
13,1	235	4.0	964980908
14,1	260	5.0	964981680
15,1	296	3.0	964982967
16,1	316	3.0	964982310
17,1	333	5.0	964981179
18,1	349	4.0	964982563
19,1	356	4.0	964980962
20,1	362	5.0	964982588
21,1	367	4.0	964981710
22,1	423	3.0	964982363
23,1	441	4.0	964980868
24,1	457	5.0	964981909
25,1	480	4.0	964982346
26,1	500	3.0	964981208
27,1	527	5.0	964984002
28,1	543	4.0	964981179
29,1	552	4.0	964982653
30,1	553	5.0	964984153
31,1	590	4.0	964982546
32,1	592	4.0	964982271
33,1	593	4.0	964983793
34,1	596	5.0	964982838
35,1	608	5.0	964982931
36,1	648	3.0	964982563
37,1	661	5.0	964982838
38,1	673	3.0	964981775
39,1	733	4.0	964982400
40,1	736	3.0	964982653
41,1	780	3.0	964984086
42,1	804	4.0	964980499
43,1	919	5.0	964982475
44,1	923	5.0	964981529
45,1	940	5.0	964982176
46,1	943	4.0	964983614
47,1	954	5.0	964983219
48,1	1009	3.0	964981775
49,1	1023	5.0	964982681
50,1	1024	5.0	964982876
51,1	1025	5.0	964982791
52,1	1029	5.0	964982855
53,1	1030	3.0	964982903
54,1	1031	5.0	964982653
55,1	1032	5.0	964982791
56,1	1042	4.0	964981179
57,1	1049	5.0	964982400
58,1	1060	4.0	964980924
59,1	1073	5.0	964981680
60,1	1080	5.0	964981327
61,1	1089	5.0	964982951
62,1	1090	4.0	964984018
63,1	1092	5.0	964983484
64,1	1097	5.0	964981680
65,1	1127	4.0	964982513
66,1	1136	5.0	964981327
67,1	1196	5.0	964981827
68,1	1197	5.0	964981872
69,1	1198	5.0	964981827
70,1	1206	5.0	964983737
71,1	1208	4.0	964983250
72,1	1210	5.0	964980499
73,1	1213	5.0	964982951
74,1	1214	4.0	964981855
75,1	1219	2.0	964983393
76,1	1220	5.0	964981909
77,1	1222	5.0	964981909
78,1	1224	5.0	964984018
79,1	1226	5.0	964983618
80,1	1240	5.0	964983723
81,1	1256	5.0	964981442
82,1	1258	3.0	964983414
83,1	1265	4.0	964983599
84,1	1270	5.0	964983705
85,1	1275	5.0	964982290
86,1	1278	5.0	964983414
87,1	1282	5.0	964982703
88,1	1291	5.0	964981909
89,1	1298	5.0	964984086
90,1	1348	4.0	964983393
91,1	1377	3.0	964982653
92,1	1396	3.0	964983017
93,1	1408	3.0	964982310
94,1	1445	3.0	964984112
95,1	1473	4.0	964980875
96,1	1500	4.0	964980985
97,1	1517	5.0	964981107
98,1	1552	4.0	964982620
99,1	1573	5.0	964982290
100,1	1580	3.0	964981125
101,1	1587	5.0	964982346
102,1	1617	5.0	964982951
103,1	1620	4.0	964983056
104,1	1625	5.0	964983504
105,1	1644	3.0	964983536
106,1	1676	3.0	964982620
107,1	1732	5.0	964981125
108,1	1777	4.0	964981230
109,1	1793	4.0	964981404
110,1	1804	5.0	964983034
111,1	1805	4.0	964983056
112,1	1920	4.0	964981780
113,1	1927	5.0	964981497
114,1	1954	5.0	964982176
115,1	1967	4.0	964981710
116,1	2000	4.0	964982211
117,1	2005	5.0	964981710
118,1	2012	4.0	964984176
119,1	2018	5.0	964980523
120,1	2028	4.0	964981888
121,1	2033	5.0	964982903
122,1	2046	4.0	964982563
123,1	2048	5.0	964982791
124,1	2054	4.0	964981747
125,1	2058	5.0	964982400
126,1	2078	5.0	964982838
127,1	2090	5.0	964982838
128,1	2093	3.0	964981710
129,1	2094	5.0	964982653
130,1	2096	4.0	964982838
131,1	2099	4.0	964982588
132,1	2105	4.0	964981725
133,1	2115	5.0	964982529
134,1	2116	5.0	964982876
135,1	2137	5.0	964982791
136,1	2139	5.0	964982791
137,1	2141	5.0	964982838
138,1	2143	4.0	964981725
139,1	2161	5.0	964981710
140,1	2174	4.0	964981680
141,1	2193	4.0	964981710
142,1	2253	2.0	964981775
143,1	2268	4.0	964982989
144,1	2273	4.0	964982310
145,1	2291	5.0	964983664
146,1	2329	5.0	964983263
147,1	2338	2.0	964983546
148,1	2353	5.0	964983861
149,1	2366	4.0	964982462
150,1	2387	5.0	964983123
151,1	2389	2.0	964983094
152,1	2395	5.0	964981093
153,1	2406	4.0	964982310
154,1	2414	3.0	964982513
155,1	2427	5.0	964982242
156,1	2450	4.0	964982620
157,1	2459	5.0	964983414
158,1	2470	5.0	964982588
159,1	2478	4.0	964984169
160,1	2492	4.0	965719662
161,1	2502	5.0	964981278
162,1	2528	3.0	964982328
163,1	2529	5.0	964982242
164,1	2542	5.0	964981265
165,1	2571	5.0	964981888
166,1	2580	5.0	964983000
167,1	2596	5.0	964981144
168,1	2616	4.0	964983080
169,1	2617	2.0	964982588
170,1	2628	4.0	964980523
171,1	2640	4.0	964982377
172,1	2641	5.0	964982620
173,1	2644	4.0	964983393
174,1	2648	4.0	964983414
175,1	2654	5.0	964983393
176,1	2657	3.0	964983426
177,1	2692	5.0	964981855
178,1	2700	5.0	964980985
179,1	2716	5.0	964983414
180,1	2761	5.0	964982703
181,1	2797	4.0	964981710
182,1	2826	4.0	964980523
183,1	2858	5.0	964980868
184,1	2872	5.0	964981680
185,1	2899	5.0	964982703
186,1	2916	4.0	964982290
187,1	2944	5.0	964981872
188,1	2947	5.0	964982176
189,1	2948	5.0	964982191
190,1	2949	5.0	964981888
191,1	2959	5.0	964983282
192,1	2985	4.0	964983034
193,1	2987	5.0	964982495
194,1	2991	5.0	964982271
195,1	2993	5.0	964982242
196,1	2997	4.0	964980896
197,1	3033	5.0	964983762
198,1	3034	5.0	964982791
199,1	3052	5.0	964981208
200,1	3053	5.0	964984086
201,1	3062	4.0	964981872
202,1	3147	5.0	964983873
203,1	3168	4.0	964982495
204,1	3176	1.0	964983504
205,1	3243	3.0	964981093
206,1	3247	3.0	964983108
207,1	3253	5.0	964981107
208,1	3273	5.0	964983536
209,1	3386	5.0	964983484
210,1	3439	4.0	964981799
211,1	3440	4.0	964981799
212,1	3441	5.0	964982328
213,1	3448	5.0	964984054
214,1	3450	5.0	964981144
215,1	3479	4.0	964981725
216,1	3489	4.0	964981775
217,1	3527	4.0	964982271
218,1	3578	5.0	964980668
219,1	3617	4.0	964980683
220,1	3639	4.0	964982271
221,1	3671	5.0	964981589
222,1	3702	5.0	964983737
223,1	3703	5.0	964981909
224,1	3729	5.0	964982363
225,1	3740	4.0	964982417
226,1	3744	4.0	964980694
227,1	3793	5.0	964981855
228,1	3809	4.0	964981220
229,1	4006	4.0	964982903
230,1	5060	5.0	964984002
231,2	318	3.0	1445714835
232,2	333	4.0	1445715029
233,2	1704	4.5	1445715228
234,2	3578	4.0	1445714885
235,2	6874	4.0	1445714952
236,2	8798	3.5	1445714960
237,2	46970	4.0	1445715013
238,2	48516	4.0	1445715064
239,2	58559	4.5	1445715141
240,2	60756	5.0	1445714980
241,2	68157	4.5	1445715154
242,2	71535	3.0	1445714974
243,2	74458	4.0	1445714926
244,2	77455	3.0	1445714941
245,2	79132	4.0	1445714841
246,2	80489	4.5	1445715340
247,2	80906	5.0	1445715172
248,2	86345	4.0	1445715166
249,2	89774	5.0	1445715189
250,2	91529	3.5	1445714891
251,2	91658	2.5	1445714938
252,2	99114	3.5	1445714874
253,2	106782	5.0	1445714966
254,2	109487	3.0	1445715145
255,2	112552	4.0	1445714882
256,2	114060	2.0	1445715276
257,2	115713	3.5	1445714854
258,2	122882	5.0	1445715272
259,2	131724	5.0	1445714851
260,3	31	0.5	1306463578
261,3	527	0.5	1306464275
262,3	647	0.5	1306463619
263,3	688	0.5	1306464228
264,3	720	0.5	1306463595
265,3	849	5.0	1306463611
266,3	914	0.5	1306463567
267,3	1093	0.5	1306463627
268,3	1124	0.5	1306464216
269,3	1263	0.5	1306463569
